price,experience,missions,competences,supermalter,Ville,Region_Name
200,8-15 ans,103,"['Sound design', 'Identité Sonore', 'Jingle', 'Podcast', 'Montage Son', 'Orchestration', 'Musique Originale', 'Mixage Audio', 'Post production', 'Design Musical', 'Mixage', ""Musique à l'image"", 'Attente Téléphonique', 'Voix Off', 'Habillage sonore', 'composition originale']",0,Paris,île-de-france
450,8-15 ans,120,"['Facebook Marketing', 'Instagram Marketing', 'Retargeting', 'Acquisition trafic', 'Stratégie webmarketing', 'Facebook', 'Instagram', 'Webmarketing']",1,Paris,île-de-france
500,8-15 ans,164,"['Google AdWords', 'SEA', 'Acquisition trafic', 'SEM', 'référencement payant', 'Publicité au CPC', 'Display', 'Bing Ads', 'Stratégie webmarketing', 'Inbound marketing', 'google ads', 'Formation AdWords', 'Google Shopping', 'Liens sponsoriés', 'Paid Ads', 'Native Ads', 'Retargeting', 'Google Display', 'Youtube Ads', 'Media Buying']",1,Paris,île-de-france
300,8-15 ans,250,"['Graphisme', 'Flyer', 'Carte de visite', 'Affiche', 'Design Bannières', 'Retouche photo', 'Graphisme print', 'Kakémono', 'Identité visuelle', 'graphiste plaquette', 'Adobe Photoshop', 'Plaquette', 'Photographie', 'Catalogue', 'Adobe InDesign', 'Adobe Creative Suite', 'Montage photo', 'Communication print', 'Informatique', 'Achat pc']",1,Paris,île-de-france
385,8-15 ans,121,"['Wordpress', 'Prestashop', 'Shopify', 'Création site internet', 'Développement web', 'Audit SEO', 'Audit de sécurité', 'WooCommerce', 'SEO', 'Optimisation SEO', 'SEO Wordpress', 'Securité informatique', 'Cybersécurité', 'Fullstack', 'PHP', 'HTML5', 'CSS3', 'JavaScript']",1,Paris,île-de-france
125,0-2 ans,122,"['Correction', 'Relecture', 'Orthographe', 'Grammaire', 'Ponctuation', 'Reformulation', 'mémoire', 'thèse', 'Psychologie', 'Psychanalyse', 'Addictologie', 'Psychiatrie', 'Syntaxe', 'Correcteur relecteur', 'Réécriture', 'Correction orthographique', 'Orthotypographie', 'Certificat Voltaire', 'Lecteur correcteur', 'Conjugaison']",1,Antony,île-de-france
490,15 ans et +,38,"['SEO', 'Consulting SEO', 'Stratégie SEO', 'Netlinking SEO', 'Audit SEO', 'Formation SEO', 'Optimisation On-Page', 'Stratégie de positionnement', 'Génération de leads', 'Mots clés SEO', 'Schema.org', 'Acquisition trafic', 'Optimisation Off-Page', 'Google Analytics', 'Google Search Console', 'Contenus SEO', 'Analyse sémantique', 'SEO Consulting', 'Formateur SEO', 'Mission SEO', 'Freelance SEO', 'Référencement naturel', 'Projet SEO', 'SEO Consultant', 'Coaching SEO', 'E-Commerce SEO', 'Refonte SEO', 'Analyse de logs', 'SEO Technique', 'Accompagnement SEO', 'Consultant Référencement naturel', 'Expert SEO', 'Expert SEO Senior', 'Référenceur', 'SEO Wordpress', 'SEO Shopify', 'Wordpress SEO technique', 'Web analytics', 'SEMrush', 'Rédaction SEO', 'Optimisation SEO', 'Rédaction web SEO', 'Consultant SEO', 'Référencement SEO', 'SEO Prestashop', 'SEO Webflow']",1,Paris,île-de-france
280,3-7 ans,109,"['Motion design', 'animation logo', 'texte animation', 'GIF', 'habillage vidéo', 'Adobe After Effects', 'Adobe Premiere', 'Vidéo explicative', 'Adobe Illustrator', 'Adobe Photoshop', 'Montage vidéo', 'Illustration', 'Graphisme', 'Direction artistique']",1,Paris,île-de-france
400,3-7 ans,108,"['Graphisme', 'Webdesign', 'User Interface Design', 'User Experience Design', 'Application Mobile', 'Affiche', 'Typographie', 'Edition', 'Mise en page', 'Carte de visite', 'Gestion de projet web', 'Design logo', 'Charte graphique', 'Méthode agile', 'Catalogue', 'Plaquette', 'Réseaux sociaux', 'Responsive design', 'Mobile Design', 'couleur', 'Identité visuelle', 'Marketing', 'Publicité', 'Objets publicitaires', 'Kakémono', 'Communication', 'Branding', 'Brand content', 'Icônes', 'Infographie', 'Wireframing', 'panneaux', 'menu', 'Design Bannières', 'Design', 'Design Newsletter', 'stickers', 'livre', 'Journalisme', 'répertoire', 'calendrier', 'Magazine', 'Presse Magazine', 'rapport annuel', 'User Testing', 'User Research']",1,Paris,île-de-france
180,3-7 ans,88,"['correcteur', 'relecture', 'Adobe InDesign', 'Correction', 'Orthographe', 'correctrice', 'grammaire', 'reformulation', 'orthotypographie', 'syntaxe', 'Certificat Voltaire', 'Wordpress', 'Microsoft Office', 'harmonisation de texte', 'Ponctuation', 'langue française', 'Correction orthographique', 'Réécriture', 'Lecteur correcteur', 'Normes rédactionnelles']",0,Paris,île-de-france
300,3-7 ans,76,"['Rédaction web', 'Rédaction juridique', 'Rédaction', 'Conception rédaction', 'Journalisme en ligne', 'Journalisme', 'Article juridique', 'Traduction Anglais Français', 'Rédaction SEO', 'Réécriture', 'Stratégie éditoriale', 'Stratégie de communication', 'Droit du travail', 'SEO', 'Finances', 'Copywriting', 'Droit', 'Droit des affaires', ""Finance d'entreprise"", 'Création de contenu', 'Veille juridique', ""Création d'entreprise"", 'Fintech', 'Start-up', 'Journalisme économique', 'interview', 'Rédaction print', 'Blog', 'Article de blog', 'Brand content', 'Copywriter', 'Juridique', 'Tech']",1,Paris,île-de-france
250,3-7 ans,119,"['Design logo', 'Adobe Illustrator', 'Créatif', 'Identité visuelle', 'Charte graphique', 'Adobe Photoshop', 'logo', 'Infographie', 'Adobe InDesign', 'Mise en page', 'Affiche', 'Illustration', 'Graphisme', 'Flyer', 'Anglais', 'Retouche photo', 'Montage photo', 'Design Bannières', 'Design', 'Graphiste web', 'Graphisme Illustrator', 'Graphisme Photoshop', 'Graphisme presentation', 'Logo entreprise', 'Bannières', 'brand', 'Branding', 'Brochure', 'Plaquette', 'Identité numérique', 'Designer', 'identité de marque', 'Design graphique', 'Label', 'Menu', 'PAO', 'Catalogue', 'Adobe Creative Suite', 'Adobe Lightroom', 'Logo Design', 'Graphisme print', 'Carte de visite', 'Direction artistique', 'Packaging', 'Conception logo', 'Création logo', 'Logotype', 'Brand design', 'PowerPoint', 'Microsoft Office']",1,Paris,île-de-france
280,8-15 ans,143,"['Rédaction web', 'Copywriting', 'Rédaction SEO', 'Conception rédaction', 'Relecture', 'Orthographe', 'Rédaction', 'Relecture correction', 'Relecture - Réécriture', 'Communication print', 'Blog', 'Optimisation On-Page', 'Journalisme', 'fiche produit', 'Storytelling', 'Audit SEO', 'Publi rédactionnel', 'Traduction Français Anglais', 'Correction', 'Mode', 'Déco', 'Santé', 'BTP', 'Communication digitale', 'Articles', 'Communiqué de presse', 'Dossier de presse', 'Contenu éditorial', 'Rédaction de contenu', 'Landing page', 'Expression écrite', 'Plaquette de présentation', 'Wording', 'communication écrite', 'Contenu marketing', 'Rédaction marketing', 'Brand content', 'Netlinking SEO', 'Netlinking', 'Référencement', 'Cold Emailing', 'Optimisation SEO', 'Référencement naturel', 'Habitat', 'Grammaire', 'Syntaxe', 'Correction orthographique', 'SEO', 'Réécriture', 'Reformulation']",1,Paris,île-de-france
170,15 ans et +,58,"['Comptabilité', 'Facturation', 'previsionnel de trésorerie', 'devis', 'CREATION SOCIETE', 'Microsoft Excel', 'Comptabilité générale', ""Création d'entreprise"", 'Rapprochements bancaires', 'Préparation comptabilité', 'BUSINESS PLAN', 'Déclaration TVA', 'IMPOT SUR LE REVENU', 'Déclarations fiscales', 'Gestion trésorerie', 'Etats financiers', 'Prévisions financières', 'comptable']",1,Saint-Quentin-en-Yvelines,
335,3-7 ans,53,"['Retouche photo', 'Montage photo', 'Adobe Photoshop', 'Photoshop', 'Design graphique', 'retouche photo produit', 'Retouche Photo Mode', 'retouche photo luxe', 'retouche photo beaute', 'Post production', 'Direction artistique', 'Art visuel', 'Affiche', 'Graphisme', 'Graphiste', 'Adobe Creative Suite', 'Adobe Lightroom', 'Chromie', 'Colorimétrie', 'Lightroom', 'Retouche Chromie', 'Retouche Colorimétrique', 'Retouche Photo Portrait', 'Formation Photoshop', 'retouches photos', 'retouche photos', 'retouche photoshop', 'retouche photo photographique', 'retouche photo immobilier', 'retouche photo adobe photoshop', 'détourage photo', 'détourage', 'détourage produit', 'détourage produit photo', 'Packshot', 'packshots', 'retouche packshot', 'Photomanipulation', 'Midjourney', 'Dalle-e', 'intelligence artificielle', ""Traitement de l'image"", ""Traitement d'images"", 'post-production', 'retoucheur', 'Retoucheur photo', 'Formation retouche photo', 'formation adobe photoshop', 'Retouche de photo', 'photomontage']",1,Paris,île-de-france
630,8-15 ans,171,"['Conception rédaction', 'Rédaction', 'native english copywriting', 'copywriting anglais', 'Traduction Français Anglais', 'copywriter', 'Stratégie éditoriale', 'Anglais', 'Rédaction web', 'Communication digitale', 'editor', 'Gestion de projet', 'Traduction', 'Correction', 'Rédaction SEO', 'Communication', 'Journalisme', 'Brand content', 'native english copywriter', 'native english writer', 'Stratégie de communication', 'Blog', 'Naming', 'Branding', 'natural wine', 'Landing Page', 'Website', 'Manifesto', 'Mission Statement', 'Relecture', 'Copyediting', 'editing', 'Proofreading', 'wine and spirits', 'taglines', 'english copywriting']",1,Paris,île-de-france
250,3-7 ans,52,"['Wordpress', 'Thème Wordpress', 'HTML5', 'CSS3', 'JavaScript', 'Plugin Wordpress', 'Développement wordpress', 'SEO Wordpress', 'Maintenance WordPress']",1,Paris,île-de-france
250,3-7 ans,104,"['Rédaction web', 'Rédaction SEO', 'Copywriting', 'Blog', 'Optimisation SEO', 'Marketing de contenu', 'Relecture', 'Correction', 'fiche produit', 'rédactionnel', 'Articles de blog', 'Réécriture', 'Contenus web', 'Fiches produit', 'Contenus optimisés', 'Rédaction web SEO', 'Rédaction contenu', 'Rewriter', 'Prête-plume', 'Ghostwriter', 'Traduction Anglais Français']",1,Saint-Germain-en-Laye,
400,8-15 ans,85,"['Sound design', 'Podcast', 'identité sonore', 'Ingénieur du son', 'compositeur', 'Composition musicale', 'Montage son', 'Réalité virtuelle', 'musique', 'Illustrateur Sonore', 'Ableton', 'Avid Pro Tools', 'Jeux vidéos', 'Max msp', 'perchman', 'Binaural', 'Mixage', 'Bruitage', 'Conception sonore', 'Musicien', 'composition', 'Mastering', 'habillage sonore', 'Son ambisonic', 'Enregistrement audio', 'Ambisonic', 'Création musicale', ""Musique à l'image"", 'Son binaural', 'Surround sound', 'Protools', 'M4l', 'Ableton Live', 'Audiovisuel', 'Audio production']",0,Paris,île-de-france
250,8-15 ans,88,"['Traduction Français Portugais', 'Traduction Anglais Portugais', 'Traduction', 'Portugais Brésilien', 'Interprète', 'Localisation', 'Relecture', 'Rédaction web', 'Journalisme', 'Correction', 'Blog']",0,Paris,île-de-france
460,8-15 ans,33,"['Illustration', 'Bande dessinée', 'Illustration pédagogique', 'Graphisme', 'Direction artistique', 'Facilitateur graphique', 'Branding & Identity', 'Design Thinking', 'Dessin', 'illustration corporate', 'illustration jeunesse', 'Bd', 'Edition', 'Publicité', 'Storyboard', 'Scénario', 'collectivités', 'Magazine', 'Presse', 'Facebook', 'Twitter', 'pédagogique', 'hebdomadaire', 'comics', 'entreprise', 'agence', 'périodique', 'Storytelling', 'Communication digitale', 'Communication print', 'Communication visuelle', 'Presse Magazine', 'Presse jeunesse', 'presse decouverte', 'Roman', 'livre jeunesse', 'livre', 'manuel', 'scolaire', 'insitution', 'Réseaux sociaux', 'Créatif', ""Stratégie d'entreprise"", 'association', 'Formation Photoshop', 'formateur PAO', 'Charte graphique', 'facilitation graphique']",0,Paris,île-de-france
500,8-15 ans,332,"['Graphisme', 'Emailing', 'Webdesign', 'Design Email', 'Design Bannières', 'Direction artistique', 'Graphisme print', 'Identité visuelle', 'Charte graphique', 'Design logo', 'Adobe Photoshop', 'Adobe InDesign', 'Adobe Illustrator', 'Flyer', 'Affiche', 'Mise en page', 'Carte de visite', 'User Interface Design', 'Edition', 'User Experience Design', 'Plaquette']",1,Paris,île-de-france
350,8-15 ans,117,"['Community management', 'Graphisme', 'Communication', 'Evénementiel', 'Photographie', 'Réseaux sociaux', 'Rédaction web', 'Montage vidéo', 'SEO', 'Sound design', 'Google AdWords', 'Formation Réseaux Sociaux', 'Instagram', 'Facebook', 'LinkedIn', 'Adobe Photoshop', 'Adobe Creative Suite', 'Emailing', 'Adobe Illustrator', 'Formateur certifié', 'Adobe InDesign', 'Design logo', 'Identité visuelle', 'Stratégie de communication', 'Social media manager', 'Marketing de contenu']",1,91700 Sainte-Geneviève-des-Bois,
350,15 ans et +,55,"['Illustration', 'Motion design', 'Graphisme print', 'Design logo', 'Affiche', 'animation 2D', 'Animation', 'Graphisme', 'Montage vidéo', 'Réalisation vidéo', 'Flyer', 'Carte de visite', 'Adobe Photoshop', 'Adobe Premiere', 'procreate', 'Webdesign', 'Adobe Illustrator', 'Direction artistique', 'Identité visuelle', 'Retouche photo', 'design bannières', 'invitation', 'typographie', 'infographie', 'illustration publicitaire', 'Adobe After Effects', 'Animation 3D']",1,Paris,île-de-france
420,8-15 ans,213,"['Direction artistique', 'Motion design', 'Réalisation vidéo', 'Animation 3D', 'voix-off', 'Post production', 'Adobe After Effects', 'Graphisme 3D', 'Graphisme', 'Illustration 3D', 'Montage vidéo', 'Vidéo', 'Gestion de projet', 'Publicité', ""Film d'entreprise"", 'Infographie', 'Illustration', 'Adobe Photoshop', 'Adobe Illustrator', 'Adobe Premiere', 'Maya', 'Packshot']",1,Paris,île-de-france
300,15 ans et +,98,"['voix-off', 'Motion design', 'E-learning', 'voix-pub', 'Podcast', 'Voix medium', 'voix off homme', 'voice-over', 'Animateur conférences', 'home-studio', 'documentaire', 'audio-guide', 'voix grave', 'radio', 'télé', 'comédien', 'cartoon', 'doublage', ""Film d'entreprise"", 'voice over', 'narration', 'fiction']",1,Paris,île-de-france
350,8-15 ans,178,"['Réalisation vidéo', 'Vidéaste', 'Montage vidéo', 'Motion design', 'Post production', 'réalisateur vidéo', 'Cadreur', 'monteur vidéo', 'Adobe After Effects', 'Adobe Premiere', 'Vidéo', 'Tournage', ""Film d'entreprise"", 'Communication visuelle', 'Publicité', 'Animation', 'Graphisme', 'Direction artistique', 'Drone', 'captation vidéo', 'vidéo corporate', 'Communication digitale', 'Communication', 'monteur']",1,Paris,île-de-france
500,8-15 ans,114,"['Direction artistique', 'Webdesign', 'UI', 'Design logo', 'Identité visuelle', 'Charte graphique', 'Adobe XD', 'Edition', 'Graphisme print', 'Graphisme', 'Design Newsletter', 'Figma', 'Adobe Creative Suite', 'User Interface Design', 'Plaquette', 'Presse Magazine', 'Site vitrine', 'E-commerce', 'Emailing', 'Design Bannières', 'Gestion de projet', 'adobe indesign', 'Adobe Photoshop', 'Trello', 'Invision', 'slack']",1,Paris,île-de-france
590,8-15 ans,124,"['Réalisation vidéo', 'Montage vidéo', 'Adobe Premiere', 'Adobe After Effects', 'Publicité', 'institutionnel', ""Film d'entreprise"", 'clip', 'Adobe Creative Suite', 'Photographie', 'pack shot', 'Portrait', 'Evénementiel', 'book', 'Branding', 'tourisme', 'architecture', 'Reportage', 'Motion design', 'Vidéo', 'Tournage']",1,Paris,île-de-france
350,3-7 ans,115,"['Graphic designer', 'Community Manager', 'Graphiste', 'Réseaux sociaux', 'Graphisme', 'Identité visuelle', 'Direction artistique', 'Community management', 'Instagram', 'Social Media', 'social media manager', 'community manager reseaux sociaux', 'linkedin', 'Mailchimp', 'LinkedIn Marketing', 'Communication digitale', 'Webmarketing', 'Brand content', 'Stratégie de communication', 'community management reseaux sociaux', 'graphiste social media', 'Identité de marque', 'Rédaction web', 'Communication visuelle', 'Instagram Ads', 'Montage vidéo', 'Figma', 'Adobe Photoshop', 'Adobe Illustrator', 'Adobe InDesign', 'Adobe Premiere Pro', 'Adobe After Effects', 'Adobe XD', 'Social Media Marketing', 'Gestion réseaux sociaux', 'graphiste freelance', 'Growth marketing', 'Infographiste', 'Création de contenu', 'Visuels ads', 'Community manager instagram', 'designer graphique', 'Graphiste print', 'Canva', 'InDesign', 'Design Newsletter', 'Adobe Creative Suite', 'Design logo', 'Graphisme print', 'Graphiste web']",1,Paris,île-de-france
200,3-7 ans,131,"['Traduction Français-Allemand', 'Traduction Allemand-Français', 'Traduction Anglais-Allemand', 'Arts&Culture', 'Tourisme', 'Enseignement supérieur', 'Relations presse et publiques', ""Littérature d'enfance et de jeunesse"", 'Petite enfance', 'Education', 'Marketing', 'Communication', 'Traduction', 'Rédaction', 'Relecture', 'Correction', 'Mode et cosmétique', 'Immobilier', 'Bien-être', 'Santé & bien-être', 'Enfance']",1,Paris & Ile de France,
300,8-15 ans,77,"['institutionnel', ""Film d'entreprise"", 'Montage vidéo', 'Réalisation vidéo', 'Adobe Premiere', 'Vidéo', 'réalisateur video', 'Motion design', 'mixage', 'musique', 'youtube', 'premiere', 'ableton', 'Publicité', 'web', 'chaine youtube', 'Animation', 'réalisation video', 'réalisation web', 'film produit', 'entreprise']",1,Paris,île-de-france
350,8-15 ans,141,"['Graphisme', 'Charte graphique', 'Illustration', 'Webdesign', 'Gestion de projet', 'Design logo', 'User Interface Design', 'Flyer', 'Identité visuelle', 'Adobe InDesign', 'Retouche photo', 'Adobe Photoshop', 'Adobe Illustrator', 'Affiche', 'Adobe Muse', 'Montage photo', 'Mise en page', 'Carte de visite', 'Graphisme print', 'Infographie', 'Communication visuelle', 'Design Bannières', 'Créatif', 'Design', 'Plaquette', 'avatar', 'plaquette commerciale', 'Magazine', 'Manga', 'Rendu photoréaliste', 'Design produit', 'Microsoft Powerpoint', 'Montage vidéo', 'Présentation Powerpoint', 'Plaquettes commerciale']",1,Paris,île-de-france
450,8-15 ans,80,"['Expert Webflow', 'Webflow', 'Développement Webflow', 'Webdesign', 'Identité visuelle', 'Figma', 'User Interface Design', 'User Experience Design', 'Direction artistique', 'E-commerce', 'Mobile Design', 'Branding', 'Design Thinking', 'Communication digitale', 'design sprint', 'Responsive design', 'Prototype', 'ux designer', 'wireframing', 'UI Web Design', 'UI/UX designer', 'UX/UI Designer', 'UX/UI Design', 'UI/UX']",1,Paris,île-de-france
250,8-15 ans,50,"['voix off', 'Voix off femme', 'voix', 'home studio', 'corporate', 'film institutionnel', 'Brand content', 'Podcast', 'E-learning', 'motion design', 'Tutoriel', 'montage son', 'vidéo', 'voix off féminine', 'post production', 'spot radio', 'billboard', 'formation', 'digital learning', 'institutionnel', 'module elearning', 'serious game', 'vulgarisation scientifique', 'quiz', 'animation pédagogique', 'film pédagogique', 'MOOC', 'présentation', 'bande annonce', 'teaser', 'documentaire', 'web série', ""film d'animation"", 'récit audio', 'messages sonores', 'narration', 'cabine speak', 'vidéo VR', 'Marketing de contenu', 'Animation', 'Jingle', 'Post Production Audio', 'Mixage son', 'speak', 'Enregistrement voix off', 'voice over', 'French female voice over', 'spot', 'communication institutionnelle']",1,Paris,île-de-france
300,3-7 ans,167,"['Réseaux sociaux', 'Community management', 'social media manager', 'Instagram', 'Stratégie de communication', 'stratégie social media', 'Pinterest', 'Community Manager Bilingue', 'Community management instagram', 'Conseil communication', 'Consultante Stratégie Communication', 'Instagram Marketing', 'Communication digitale', 'community manager instagram', 'community manager réseaux sociaux', 'Communication', 'Communication 360°', 'instagram tourisme', 'instagram luxe', 'Facebook', 'Facebook Marketing', 'Marketing de contenu', 'Stratégie webmarketing', 'Conseil', 'Tourisme', 'Consultante Communication', 'Consultante Social Media', 'Consultante Community Management', 'Consultante Réseaux sociaux', 'Social media réseaux sociaux', 'Social Media Instagram', 'Social Media Communication', 'Social Media Community Manager', 'Instagram Stratégie de Communication', 'Instagram Community Management', 'Stratégie Réseaux Sociaux', 'Stratégie de communication digitale', 'Stratégie communication réseaux sociaux', 'Consultante Bilingue', 'Consultante Communication bilingue', 'Social Media Manager bilingue', 'Anglais', 'Traduction Français Anglais', 'conseil social media', 'consultant stratégie', 'Formation Réseaux Sociaux', 'Formation', 'Stratégie éditoriale', 'Stratégie de positionnement']",1,Paris,île-de-france
400,8-15 ans,66,"['Webdesign', 'UX/UI', 'Intégration web', 'Développement Front-End', 'HTML5', 'jQuery', 'Animations HTML5', 'CSS3', 'JavaScript', 'Responsive design', 'Motion design', 'Montage vidéo', 'Bannières HTML5', 'Emailing', 'Bootstrap', 'Wordpress', 'Adobe Photoshop', 'Adobe After Effects', 'Adobe Animate', 'Adobe Illustrator', 'Storyboard', 'XML']",1,Paris,île-de-france
450,8-15 ans,32,"['Motion design', 'Direction artistique', 'Animation', 'Illustration', 'Graphisme', 'Design logo', 'Identité visuelle', 'Flat Design', 'Réseaux sociaux', 'Adobe After Effects', 'Adobe Illustrator', 'Charte graphique', 'Adobe InDesign', 'Adobe Photoshop', 'Retouche photo', 'Edition', 'Storyboard', 'Storytelling', 'Mise en page', 'Affiche', 'Flyer', 'Plaquette', 'Catalogue', 'GIF', 'character animation', 'Dossier de presse', 'Adobe Lightroom', 'Montage photo', 'Logo', 'Maquette', 'Social media', 'Animation logo', 'Instagram', 'Facebook', 'Twitter', 'Instagram Marketing', 'Li', 'LinkedIn']",0,Paris,île-de-france
700,8-15 ans,103,"['Photographe', 'Vidéo', 'Photographe Portrait', 'Photographe Evenementiel', 'Réalisation vidéo', 'Photographie', 'Montage vidéo', 'Photographe Corporate', 'Photographe Entreprise', 'Immobilier', 'Retouche photo', 'Evénementiel', 'Photographe Studio', 'Photographe Publicitaire', 'Portrait', 'Book', 'Mariage', 'Adobe Lightroom', 'Reportage', 'Adobe Photoshop', 'Montage photo', 'Mode', 'Post production', 'Publicité', 'Concert', 'Interview', 'Photo', 'Photographe culinaire', 'Photographe food', 'Moodboard', 'Communication digitale', 'Communication visuelle', 'Adobe After Effects', 'Adobe Premiere', 'Capture one', 'Luxe', 'Prise de vue', 'Direction artistique']",1,Paris,île-de-france
500,8-15 ans,31,"['Motion design', 'Direction artistique', 'Animation 2D', 'Adobe After Effects', 'Animation', 'Illustration', 'Adobe Illustrator', '2D', 'Motion Graphics', 'DuIK', 'Animateur 2D', 'Lottie']",0,Paris,île-de-france
150,8-15 ans,93,"['Traduction Français Anglais', 'Traduction', 'Relecture', 'Rédaction', 'Correction', 'Français', 'Anglais', 'grammaire', 'retranscription', 'Relecture correction']",0,Paris,île-de-france
400,8-15 ans,62,"['Motion design', 'Direction artistique', 'Adobe After Effects', 'Graphisme', 'Animation 3D', 'Cinema 4D', 'Tournage', 'Animation 2D', 'Animation', 'corporate']",1,Paris,île-de-france
740,8-15 ans,12,"['Scrum', 'Gestion de projet', 'Kanban', 'Product management', 'product owner', 'User Research', 'User Testing', 'QA testing', 'Lean startup', 'Marketing', 'Customer Journey', 'Sports Marketing', 'Sports Management', 'Social Skills', 'Sports Writing', 'Digital Media', 'Communication', 'Social Media', 'Event Management', 'Football', 'Management', 'Entrepreneurship', 'Sports', 'Google Analytics', 'Vente', 'Réseaux sociaux', 'Gestion des sports', 'Marketing sportif', 'Anglais', 'Design', 'Mock-ups', 'Méthode agile', 'Analyse de données', 'Veille concurrentielle', 'Reporting & Analysis', 'Dashboard', 'Looker Studio']",1,Paris,île-de-france
450,3-7 ans,49,"['Rédaction web', 'Rédaction SEO', 'Rédaction en anglais', 'Traduction Français Anglais', 'Conception rédaction', 'Stratégie webmarketing', 'Rédaction', 'Communication digitale', 'SEO', 'Marketing de contenu', 'Stratégie de communication', 'Seo Sémantique', 'Rédaction contenu', 'Rédaction web SEO', 'Email marketing', 'Copywriting Landing Page', 'Copywriting', 'Rédaction newsletter', 'Brand content', 'Webmarketing', 'Inbound marketing']",0,Paris,île-de-france
250,8-15 ans,84,"['Intégration de contenus web', 'Rédaction Voyage / Bio / Bien-être', 'Wordpress', 'Relecture', 'Réécriture SEO', 'Rédaction web SEO', 'Mise à jour de contenus', 'Correction', 'Rédaction web', 'Rédaction SEO', 'Transcription audio', 'Conception rédaction', 'Fiche produit', 'Article de blog', 'copywriting', 'Marketing de contenu', 'Content manager', 'voix off', 'Prestashop', 'CMS', 'E-commerce', 'Intégration web', 'Page web', 'Site vitrine', 'Site marchand', 'Communication digitale', 'Audit SEO', 'bio', 'Voyage', 'naturel', 'bien-être', 'développement personnel', 'création wordpress', 'Adobe Photoshop', 'médecines douces', 'tourisme', 'Santé', 'Mise en page', 'Pigiste', 'Spiritualité', 'Saisie de données', 'Copywriter', 'Retouche photo', 'Marketing éthique et engagé', 'Relecture et correction', 'Relecteur', 'intégration wordpress', 'Rédaction de contenu', 'secrétariat de rédaction']",1,Paris,île-de-france
500,8-15 ans,45,"['Webdesign', 'User Interface Design', 'Création de site vitrine', 'Webflow', 'Figma', 'UI Design', 'Wireframing', 'No code', 'Adobe XD', 'Optimisation SEO', 'Direction artistique', 'Identité / Design logo', 'Graphisme print', 'Mise en page', 'Graphisme', 'Illustration', 'Design logo', 'Identité visuelle', 'Adobe Illustrator', 'Charte graphique', 'Adobe Photoshop', 'Adobe InDesign', 'Affiche', 'Carte de visite', 'Edition', 'Plaquette']",1,Paris,île-de-france
450,8-15 ans,48,"['Motion design', 'Adobe After Effects', 'Animation 3D', 'Montage vidéo', 'Cinema 4D', 'Réalisation vidéo', 'Animation', 'Adobe Premiere', 'Vidéo', 'Adobe Photoshop', 'Adobe Character Animator', 'Audition', 'Lightroom', 'Photographie', 'Evénementiel', 'Tournage', 'Sound design', 'Packshot', 'institutionnelle', 'Retouche photo', 'animation chiffres clés', 'Reportage', 'production vidéo', 'clip', 'Publicité', 'spots', 'institutionnel', 'Formation', 'clips', 'spot', 'prise de vue', 'prises de vue', 'Film produit', 'trapcode', 'Newton', 'événementielle', 'fiction', 'Vidéo 360°', 'VR', 'vidéo application mobile', 'making of', 'Animate', 'Adobe Animate', 'Réalité augmentée', 'voix off', 'Vectary', 'scénario', 'Midjourney', 'Leonardo AI', 'Dall-E']",1,Paris,île-de-france
350,8-15 ans,53,"['Motion design', 'Réalisation vidéo', 'Adobe Creative Suite', 'Graphisme', 'Vidéo', 'Direction artistique', 'Transformation digitale', 'Application Mobile', 'Journalisme', 'Stratégie de communication', 'Communication digitale', 'Marketing', 'Communication 360°', ""Management d'équipe"", 'Adobe Illustrator', 'Adobe InDesign', 'Mise en page', 'Communication print', 'Graphisme print', 'Charte graphique', 'Adobe Photoshop', 'Design logo', 'Responsive design', 'Infographie', 'Communication', 'Catalogue', 'Carte de visite', 'Flyer', 'Design Bannières', 'Design produit', 'Webdesign', 'Développement web', 'Développement Mobile', 'Wordpress', 'Site vitrine', 'Rédaction web', 'Stratégie webmarketing', 'Illustration', 'Formation webmarketing', 'Formation Photoshop', 'PAO', 'Design Newsletter', 'Montage photo', 'Retouche photo', 'Post production', 'SEO', 'Conception rédaction', 'Rédaction web SEO', 'Référencement SEO', 'Optimisation SEO']",1,Paris,île-de-france
750,8-15 ans,379,"['Google AdWords', 'SEO', 'SEA', 'Stratégie webmarketing', 'Google Ads', 'SEM', 'Webmarketing', 'Formation SEO', 'Google Analytics', 'Audit SEO', 'Acquisition trafic', 'Marketing de contenu', 'Google Search Console', 'Growth hacking', 'référencement payant', 'Formation AdWords', 'SEMrush', 'Gestion de compte Google Ads', 'Gestion google Ads', 'Netlinking SEO', 'Optimisation SEO', 'Rédaction web SEO', 'Consultant SEO', 'SEO Wordpress', 'Référencement SEO', 'Bing Ads', 'Audit SEA', 'Search Engine Optimization (SEO)', 'Search Engine Marketing (SEM)', 'cocon sémantique', 'Audit sémantique', 'Optimisation de référencement', 'Marketing', 'Content marketing', 'Acquisition de trafic', 'Traffic Management', 'SEO local', 'Ahrefs', 'Recherche de mots clés', 'Mots-clés seo', 'Maillage interne', 'Génération de leads', 'Lead Generation', 'Growth marketing', 'Paid Media', 'Paid Ads', 'Audit', 'Référencement naturel', 'Référencement local', 'Expert SEO']",1,Paris,île-de-france
570,8-15 ans,116,"['React.js', 'Typescript', 'TailwindCSS', 'Next.js', 'GraphQL', 'Redux Toolkit', 'Jest', 'Cypress', 'React Query', 'React Testing Library']",0,Paris,île-de-france
